game_day,target_player,target_nationality,target_position,total_steps,step_number,new_constraint,club,active_constraints,active_clubs,valid_players
3,Mateus Fernandes,Portugal,Midfield,4,4,Played for Estoril,Estoril,"[""Played for Southampton"", ""Played for West Ham United"", ""Played for Sporting CP"", ""Played for Estoril""]","[""Southampton"", ""West Ham United"", ""Sporting CP"", ""Estoril""]","[""Mateus Fernandes""]"
4,Michy Batshuayi,Belgium,Attack,4,1,Played for Chelsea,Chelsea,"[""Played for Chelsea""]","[""Chelsea""]","[""Aarón Anselmino"", ""Abdul Rahman Baba"", ""Adam Coombes"", ""Adrian Mutu"", ""Albert Ferrer"", ""Alcides"", ""Alec Chamberlain"", ""Alejandro Garnacho"", ""Aleksey Smertin"", ""Alex"", ""Alexandre Pato"", ""Alfie Gilchrist"", ""Amin Affane"", ""Andreas Christensen"", ""Andrey Santos"", ""Andriy Shevchenko"", ""André Schürrle"", ""Andy Dow"", ""Andy Ross"", ""Anjur Idrisson"", ""Anthony Grant"", ""Antonio Rüdiger"", ""Archange Nkumu"", ""Arjen Robben"", ""Armando Broja"", ""Ashley Cole"", ""Asier del Horno"", ""Asmir Begovic"", ""Axel Disasi"", ""Aziz Deen-Conteh"", ""Bashir Humphreys"", ""Ben Chilwell"", ""Ben Gordon"", ""Ben Sahar"", ""Benoît Badiashile"", ""Bernard Lambourde"", ""Bertrand Traoré"", ""Billy Clifford"", ""Billy Dodds"", ""Billy Gilmour"", ""Bosingwa"", ""Boudewijn Zenden"", ""Branislav Ivanovic"", ""Branislav Ivanović"", ""Brian Laudrup"", ""Caleb Wiley"", ""Callum Hudson-Odoi"", ""Carl Magnay"", ""Carlo Cudicini"", ""Carlton Cole"", ""Carney Chukwuemeka"", ""Celestine Babayaro"", ""Cesare Casadei"", ""Cesc Fàbregas"", ""Charly Musonda Jr."", ""Chris Sutton"", ""Christian Panucci"", ""Christian Pulisic"", ""Christopher Nkunku"", ""Claude Makélélé"", ""Claudio Pizarro"", ""Cole Palmer"", ""Conor Clifford"", ""Conor Gallagher"", ""Craig Forrest"", ""Craig Rocastle"", ""Cristian Cuevas"", ""César Azpilicueta"", ""Damien Duff"", ""Daniel Sturridge"", ""Danilo Pantic"", ""Danny Drinkwater"", ""Danny Granville"", ""Danny Hollands"", ""Danny Philliskirk"", ""Danny Slatter"", ""Danny Woodards"", ""Darren Barnard"", ""Dastan Satpaev"", ""David Datro Fofana"", ""David Luiz"", ""Davide Zappacosta"", ""Deco"", ""Deivid Washington"", ""Demba Ba"", ""Denis Zakaria"", ""Dennis Wise"", ""Didier Deschamps"", ""Didier Drogba"", ""Diego Costa"", ""Diego Moreira"", ""Djordje Petrovic"", ""Dário Essugo"", ""Ed de Goey"", ""Eden Hazard"", ""Edouard Mendy"", ""Eduardo"", ""Eidur Gudjohnsen"", ""Eiður Guðjohnsen"", ""Emerson"", ""Emmanuel Emegha"", ""Enzo Fernández"", ""Estêvão"", ""Ethan Ampadu"", ""Fabio Borini"", ""Facundo Buonanotte"", ""Fernando Torres"", ""Fikayo Tomori"", ""Filip Jørgensen"", ""Filipe Luís"", ""Franco Di Santo"", ""Frank Lampard"", ""Frank Leboeuf"", ""Frank Sinclair"", ""Gabriel Slonina"", ""Gabriele Ambrosetti"", ""Gary Cahill"", ""Gaël Kakuta"", ""George Saville"", ""George Weah"", ""Geovany Quenda"", ""Gianfranco Zola"", ""Glen Johnson"", ""Gonzalo Higuaín"", ""Graeme Le Saux"", ""Gustavo Lazzaretti"", ""Gustavo Poyet"", ""Gökhan Töre"", ""Hakim Ziyech"", ""Hernán Crespo"", ""Hilário"", ""Ian Maatsen"", ""Ian Pearce"", ""Izzy Brown"", ""Jack Cork"", ""Jacob Mellis"", ""Jacopo Sala"", ""Jadon Sancho"", ""Jake Clarke-Salter"", ""Jamal Blackman"", ""James Ashton"", ""James Russell"", ""Jamie Gittens"", ""Jean-Yves Anis"", ""Jeffrey Bruma"", ""Jes Högh"", ""Jesper Grønkjær"", ""Jhon Pírez"", ""Jimmy Floyd Hasselbaink"", ""Jimmy Smith"", ""Jiri Jarosik"", ""Jody Morris"", ""Joe Cole"", ""John Obi Mikel"", ""John Spencer"", ""John Terry"", ""Jon Harley"", ""Jonas Elmer"", ""Jorginho"", ""Jorrel Hato"", ""Josh Acheampong"", ""Josh McEachran"", ""João Félix"", ""João Pedro"", ""Juan Cuadrado"", ""Juan Mata"", ""Juan Sebastián Verón"", ""Juliano Belletti"", ""Junior Mendes"", ""Jürgen Macho"", ""Kaby"", ""Kai Havertz"", ""Kalidou Koulibaly"", ""Kendry Páez"", ""Kenedy"", ""Kenneth Omeruo"", ""Kepa Arrizabalaga"", ""Kevin De Bruyne"", ""Kevin Hitchcock"", ""Khalid Boulahrouz"", ""Kiernan Dewsbury-Hall"", ""Kurt Zouma"", ""Lassana Diarra"", ""Lee Sawyer"", ""Leon Knight"", ""Lesley Ugochukwu"", ""Levi Colwill"", ""Lewis Baker"", ""Lewis Hall"", ""Liam Bridcutt"", ""Liam Delap"", ""Loïc Rémy"", ""Lucas Bergström"", ""Lucas Piazón"", ""Magnus Hedman"", ""Malang Sarr"", ""Malo Gusto"", ""Mamadou Sarr"", ""Maniche"", ""Marc Cucurella"", ""Marc Guiu"", ""Marc Guéhi"", ""Marcel Desailly"", ""Marco Ambrosio"", ""Marco Amelia"", ""Marco van Ginkel"", ""Marcos Alonso"", ""Marcus Bettinelli"", ""Mario Melchiot"", ""Mario Pašalić"", ""Mario Stanic"", ""Mark Bosnich"", ""Mark Schwarzer"", ""Marko Mitrović"", ""Mason Mount"", ""Matej Delac"", ""Mateo Kovacic"", ""Mathis Amougou"", ""Matt Miazga"", ""Michael Ballack"", ""Michael Essien"", ""Michael Hector"", ""Michael Mancienne"", ""Michael Woods"", ""Michele Gallaccio"", ""Michy Batshuayi"", ""Mikael Forssell"", ""Mike Penders"", ""Milan Lalkovic"", ""Mohamed Salah"", ""Moisés Caicedo"", ""Muzzy Izzet"", ""Mykhaylo Mudryk"", ""N'Golo Kanté"", ""Nathan"", ""Nathan Aké"", ""Nathaniel Chalobah"", ""Neil Barrett"", ""Neil Clement"", ""Neil Shipperley"", ""Neil Sullivan"", ""Nemanja Matić"", ""Nick Colgan"", ""Niclas Heimann"", ""Nicolas Anelka"", ""Nicolas Jackson"", ""Njitap Geremi"", ""Noni Madueke"", ""Nuno Morais"", ""Ola Aina"", ""Olivier Giroud"", ""Omari Hutchinson"", ""Omari Kellyman"", ""Oriol Romeu"", ""Oscar"", ""Papy Djilobodji"", ""Patrick Bamford"", ""Patrick van Aanholt"", ""Paul Furlong"", ""Paulo Ferreira"", ""Pedro"", ""Pedro Neto"", ""Petr Cech"", ""Petr Čech"", ""Pierluigi Casiraghi"", ""Pierre Issa"", ""Pierre-Emerick Aubameyang"", ""Radamel Falcao"", ""Raheem Sterling"", ""Ramires"", ""Rati Aleksidze"", ""Raúl Meireles"", ""Reece James"", ""Renato Veiga"", ""Rhys Taylor"", ""Ricardo Carvalho"", ""Ricardo Quaresma"", ""Rob Green"", ""Robert Huth"", ""Robert Sánchez"", ""Robert Wolleaston"", ""Roberto Di Matteo"", ""Roger Freestone"", ""Rohan Ince"", ""Romelu Lukaku"", ""Roméo Lavia"", ""Ross Barkley"", ""Ross Turnbull"", ""Ruben Loftus-Cheek"", ""Ruud Gullit"", ""Ryan Bertrand"", ""Salomon Kalou"", ""Sam Hutchinson"", ""Sam Parkin"", ""Sam Walker"", ""Samuel Eto'o"", ""Samuele Dalla Bona"", ""Saúl Ñíguez"", ""Scott Minto"", ""Scott Parker"", ""Scott Sinclair"", ""Sebastian Kneißl"", ""Sergio Tejera"", ""Shaun Cummings"", ""Shaun Wright-Phillips"", ""Slavisa Jokanovic"", ""Slobodan Rajković"", ""Steve Sidwell"", ""Steven Watt"", ""Stipe Perica"", ""Tal Ben Haim"", ""Tammy Abraham"", ""Teddy Sharman-Lowe"", ""Thiago Silva"", ""Thibaut Courtois"", ""Thorgan Hazard"", ""Tiago Mendes"", ""Tiemoué Bakayoko"", ""Timo Werner"", ""Tino Anjorin"", ""Todd Kane"", ""Tom Boyd"", ""Tom Taiwo"", ""Tomas Kalas"", ""Tore André Flo"", ""Tosin Adarabioyo"", ""Trevoh Chalobah"", ""Tyrique George"", ""Ulises Dávila"", ""Valerio Di Cesare"", ""Victor Moses"", ""Wallace Oliveira"", ""Warren Cummings"", ""Wayne Bridge"", ""Wesley Fofana"", ""William Gallas"", ""Willian"", ""Willy Caballero"", ""Winston Bogarde"", ""Yossi Benayoun"", ""Yuriy Zhirkov"", ""Yves Makabu-Makalambay"", ""Álvaro Morata"", ""Ângelo"", ""Émerson Thome""]"
4,Michy Batshuayi,Belgium,Attack,4,2,Played for Marseille,Marseille,"[""Played for Chelsea"", ""Played for Marseille""]","[""Chelsea"", ""Marseille""]","[""Boudewijn Zenden"", ""Claude Makélélé"", ""César Azpilicueta"", ""Didier Deschamps"", ""Didier Drogba"", ""Emerson"", ""Frank Leboeuf"", ""George Weah"", ""Lassana Diarra"", ""Loïc Rémy"", ""Marcel Desailly"", ""Michy Batshuayi"", ""Pierre Issa"", ""Pierre-Emerick Aubameyang"", ""William Gallas""]"
4,Michy Batshuayi,Belgium,Attack,4,3,Played for Borussia Dortmund,Borussia Dortmund,"[""Played for Chelsea"", ""Played for Marseille"", ""Played for Borussia Dortmund""]","[""Chelsea"", ""Marseille"", ""Borussia Dortmund""]","[""Michy Batshuayi"", ""Pierre-Emerick Aubameyang""]"
4,Michy Batshuayi,Belgium,Attack,4,4,Played for Valencia,Valencia,"[""Played for Chelsea"", ""Played for Marseille"", ""Played for Borussia Dortmund"", ""Played for Valencia""]","[""Chelsea"", ""Marseille"", ""Borussia Dortmund"", ""Valencia""]","[""Michy Batshuayi""]"
5,Michael Owen,England,Attack,4,1,Played for Newcastle United,Newcastle United,"[""Played for Newcastle United""]","[""Newcastle United""]","[""Aaron Hughes"", ""Aaron Ramsdale"", ""Abdiel Arroyo"", ""Abdoulaye Faye"", ""Achraf Lazaar"", ""Adam Armstrong"", ""Adam Campbell"", ""Adam Collin"", ""Adam Taggart"", ""Adrian Madaschi"", ""Alan Shearer"", ""Alan Smith"", ""Alan Thompson"", ""Albert Luque"", ""Aleksandar Mitrović"", ""Aleksandar Susnjar"", ""Aleksandar Vrteski"", ""Alex Badolato"", ""Alex Murphy"", ""Alex Nassiep"", ""Alex Nunes"", ""Alexander Isak"", ""Allan Saint-Maximin"", ""Amdy Faye"", ""Andrew Durante"", ""Andrew Nabbout"", ""Andros Townsend"", ""Andy Carroll"", ""Andy Cole"", ""Andy Griffin"", ""Andy Petterson"", ""Angus Thurgate"", ""Anthony Elanga"", ""Anthony Gordon"", ""Antonio Barreca"", ""Antoñito Cordero"", ""Apostolos Stamatelopoulos"", ""Archie Goodwin"", ""Ayoze Pérez"", ""Beka Dartsmelia"", ""Beka Mikeltadze"", ""Ben Gibson"", ""Ben Kantarovski"", ""Ben Tozer"", ""Ben Van Dorssen"", ""Bernie Ibini-Isei"", ""Brad Friedel"", ""Bradley Orr"", ""Brandon O'Neill"", ""Brandon Wilson"", ""Brian Pinas"", ""Bruno Guimarães"", ""Callum Morris"", ""Callum Timmins"", ""Callum Wilson"", ""Calvin Zola"", ""Cammy Devlin"", ""Carl Finnigan"", ""Carl Jenkinson"", ""Celestine Babayaro"", ""Chancel Mbemba"", ""Chris Carr"", ""Chris Waddle"", ""Chris Wood"", ""Christian Bracco"", ""Ciaran Clark"", ""Clayton Taylor"", ""Colin McMenamin"", ""Connor Chapman"", ""Craig Bellamy"", ""Craig Goodwin"", ""Craig Moore"", ""Damien Duff"", ""Dan Barlaser"", ""Dan Burn"", ""Dan Gosling"", ""Dane Ingham"", ""Daniel Georgievski"", ""Daniel McBreen"", ""Daniel Penha"", ""Daniel Stynes"", ""Daniel Wilmering"", ""Danny Guthrie"", ""Danny Rose"", ""Danny Simpson"", ""Darren Ambrose"", ""Darren Peacock"", ""Daryl Janmaat"", ""Daryl Murphy"", ""Daryl Smylie"", ""David Carney"", ""David Cowan"", ""David Edgar"", ""David Ginola"", ""David Rozehnal"", ""David Terrier"", ""Davide Santon"", ""DeAndre Yedlin"", ""Demba Ba"", ""Devante Clut"", ""Didier Domi"", ""Diego Gavilán"", ""Dietmar Hamann"", ""Dimitri Petratos"", ""Dominik Ritter"", ""Donny de Groot"", ""Dwight Gayle"", ""Dylan Murnane"", ""Eli Adams"", ""Eli Babalj"", ""Elliot Anderson"", ""Emil Krafth"", ""Emmanuel Rivière"", ""Fabian Schär"", ""Fabio Vignaroli"", ""Fabricio Coloccini"", ""Facundo Ferreyra"", ""Faustino Asprilla"", ""Federico Fernández"", ""Fitz Hall"", ""Florian Lejeune"", ""Florian Thauvin"", ""Frank Wiafe"", ""Fraser Forster"", ""Freddie Woodman"", ""Gabriel Obertan"", ""Gary Caldwell"", ""Gary Speed"", ""Georginio Wijnaldum"", ""Georgios Georgiadis"", ""Giuseppe Rossi"", ""Glen Moss"", ""Grant Hanley"", ""Habib Beye"", ""Haris Vuckic"", ""Harrison Ashby"", ""Harry Sawyer"", ""Harvey Barnes"", ""Hatem Ben Arfa"", ""Henri Saivet"", ""Iain Fyfe"", ""Ian Bennett"", ""Ian Rush"", ""Isaac Hayden"", ""Islam Slimani"", ""Ivan Necevski"", ""Ivan Toney"", ""Ivan Vujica"", ""Jack Colback"", ""Jack Duncan"", ""Jacob Dowse"", ""Jacob Murphy"", ""Jacob Ramsey"", ""Jade North"", ""Jak Alnwick"", ""Jake Adelson"", ""Jamaal Lascelles"", ""Jamal Lewis"", ""James Coppinger"", ""James Delianov"", ""James Donachie"", ""James Holland"", ""James McGarry"", ""James Milner"", ""James Perch"", ""James Tavernier"", ""James Troisi"", ""Jamie McClen"", ""Jason Berthomier"", ""Jason Culina"", ""Jason Hoffman"", ""Jaushua Sotirio"", ""Javier Manquillo"", ""Jean-Alain Boumsong"", ""Jeff Hendrick"", ""Jeremy Brockie"", ""Jermaine Jenas"", ""Jess Kedwell Vanstrattan"", ""Jesús Gámez"", ""Jetro Willems"", ""Joe Champness"", ""Joe Ledley"", ""Joe Shaughnessy"", ""Joe White"", ""Joe Willock"", ""Joel Bertolissio"", ""Joel Griffiths"", ""Joel Theissen"", ""Joelinton"", ""Joey Barton"", ""John Barnes"", ""John Koutroumbis"", ""John Ruddy"", ""Jon Dahl Tomasson"", ""Jonathan Woodgate"", ""Jonjo Shelvey"", ""Jonny Brain"", ""Jonny Steele"", ""Jordan Baylis"", ""Jordan Elsey"", ""Joselu"", ""Joshua Brillante"", ""José Enrique"", ""Justin Pasfield"", ""Justin Vidic"", ""Jóan Símun Edmundsson"", ""Karl Darlow"", ""Kazenga LuaLua"", ""Keith Gillespie"", ""Kell Watts"", ""Kenedy"", ""Kevin Gall"", ""Kevin Mbabu"", ""Kevin Nolan"", ""Kew Jaliens"", ""Kieran Trippier"", ""Kieron Dyer"", ""Kosta Grozos"", ""Kostas Petratos"", ""Kota Mizunuma"", ""Kwabena Appiah-Kubi"", ""Lachlan Bayliss"", ""Lachlan Jackson"", ""Lachlan Rose"", ""Lamine Diatta"", ""Laurent Robert"", ""Lee Makel"", ""Leon Best"", ""Leonardo"", ""Lewis Guy"", ""Lewis Hall"", ""Lewis Italiano"", ""Lewis Miley"", ""Liam Reddy"", ""Lionel Perez"", ""Lloyd Kelly"", ""Lomana LuaLua"", ""Loris Karius"", ""Louis Saha"", ""Loïc Rémy"", ""Lubomir Satka"", ""Lucas Mauragis"", ""Lucas Scicluna"", ""Luka Prso"", ""Luuk de Jong"", ""Malick Thiaw"", ""Manabu Saito"", ""Mapou Yanga-Mbiwa"", ""Marcos Flores"", ""Mario Shabow"", ""Mark Birighitti"", ""Mark Boyd"", ""Mark Gillespie"", ""Mark Milligan"", ""Mark Moric"", ""Mark Natta"", ""Mark Viduka"", ""Marlon Harewood"", ""Martin Dúbravka"", ""Massadio Haïdara"", ""Mateo Corbo"", ""Mathieu Debuchy"", ""Matt Ritchie"", ""Matt Targett"", ""Matthew Bingley"", ""Matthew Jurman"", ""Matthew Millar"", ""Matthew Ridenton"", ""Matthew Scarcella"", ""Matty Appleby"", ""Matty Longstaff"", ""Matz Sels"", ""Max Burgess"", ""Max Cooper"", ""Mehdi Abeid"", ""Michael Owen"", ""Michael Weier"", ""Miguel Almirón"", ""Mike Williamson"", ""Mikel Merino"", ""Mitchell Oxborrow"", ""Mohamed Al-Taay"", ""Mohamed Diamé"", ""Morten Nordstrand"", ""Moussa Sissoko"", ""Nabil Bentaleb"", ""Nathan Grimaldi"", ""Ned Zelic"", ""Nicholas Cowburn"", ""Nicholas Fitzgerald"", ""Nick Pope"", ""Nick Tsattalios"", ""Nick Woltemade"", ""Nicky Butt"", ""Nigel Boogaard"", ""Nikolai Topor-Stanley"", ""Nikolaos Vergos"", ""Nile Ranger"", ""Njitap Geremi"", ""Noah James"", ""Noel Spencer"", ""Nolberto Solano"", ""Obafemi Martins"", ""Odysseas Vlachodimos"", ""Oguchi Onyewu"", ""Ole Söderberg"", ""Oli Cockle"", ""Olivier Boumal"", ""Oscar Fryer"", ""Pato Rodríguez"", ""Patrick Kluivert"", ""Patrick Langlois"", ""Patrick van Aanholt"", ""Paul Arnison"", ""Paul Dummett"", ""Paul Gascoigne"", ""Paul Henderson"", ""Paul Huntington"", ""Paul Kitson"", ""Paul Okon"", ""Paul Robinson"", ""Paul Stephenson"", ""Pavel Srnicek"", ""Peter Løvenkrands"", ""Peter Ramage"", ""Phillip Cancar"", ""Ramy Najjarine"", ""Reno Piscopo"", ""Richard Johnson"", ""Richard Nkomo"", ""Richard Offiong"", ""Riley McGree"", ""Ritchie Appleby"", ""Rob Elliot"", ""Robert Middleby"", ""Robin Hulbert"", ""Rolando Aarons"", ""Romain Amalfitano"", ""Ronald Vargas"", ""Ronny Johnsen"", ""Ruben Zadkovich"", ""Ruel Fox"", ""Ryan Donaldson"", ""Ryan Fraser"", ""Ryan Kitto"", ""Ryan Scott"", ""Ryan Taylor"", ""Rémy Cabella"", ""Salomón Rondón"", ""Sam Gallagher"", ""Sam Silvera"", ""Sammy Ameobi"", ""Samuel Adjei"", ""Sandro Tonali"", ""Sasho Petrovski"", ""Scott Neville"", ""Scott Parker"", ""Sean Longstaff"", ""Severin Bikoko"", ""Seydou Doumbia"", ""Shaka Hislop"", ""Shane Ferguson"", ""Shay Given"", ""Shefki Kuqi"", ""Shola Ameobi"", ""Siem de Jong"", ""Sol Campbell"", ""Stephen Ireland"", ""Steve Guppy"", ""Steven Caldwell"", ""Steven Taylor"", ""Steven Ugarkovic"", ""Stuart Findlay"", ""Stuart Green"", ""Stuart Pearce"", ""Sung-hwan Byun"", ""Sung-yueng Ki"", ""Sven Botman"", ""Sylvain Distin"", ""Sylvain Marveaux"", ""Sébastien Bassong"", ""Tamás Kádár"", ""Tete Yengi"", ""Thomas Aquilina"", ""Tiago Calvano"", ""Tim Krul"", ""Tino Livramento"", ""Tom English"", ""Tony Caig"", ""Tony Dinning"", ""Tony Lormor"", ""Travis Cooper"", ""Trent Buhagiar"", ""Valentino Lazaro"", ""Vurnon Anita"", ""Warren Barton"", ""Wayne Brown"", ""Wayne Routledge"", ""Wellissol"", ""Wes Hoolahan"", ""Wesley Ngo Baheng"", ""Will Dobson"", ""William Osula"", ""Xavier Bertoncello"", ""Xisco"", ""Yankuba Minteh"", ""Yoan Gouffran"", ""Yoane Wissa"", ""Yohan Cabaye"", ""Yoshinori Muto"", ""Zach Clough"", ""Zurab Khizanishvili""]"
5,Michael Owen,England,Attack,4,2,Played for Stoke City,Stoke City,"[""Played for Newcastle United"", ""Played for Stoke City""]","[""Newcastle United"", ""Stoke City""]","[""Abdoulaye Faye"", ""Amdy Faye"", ""Andy Griffin"", ""Ben Gibson"", ""Ciaran Clark"", ""Dwight Gayle"", ""Jonathan Woodgate"", ""Joselu"", ""Michael Owen"", ""Richard Johnson"", ""Sam Gallagher"", ""Shay Given"", ""Shola Ameobi"", ""Stephen Ireland"", ""Steve Guppy"", ""Tony Dinning""]"
5,Michael Owen,England,Attack,4,3,Played for Real Madrid,Real Madrid,"[""Played for Newcastle United"", ""Played for Stoke City"", ""Played for Real Madrid""]","[""Newcastle United"", ""Stoke City"", ""Real Madrid""]","[""Jonathan Woodgate"", ""Joselu"", ""Michael Owen""]"
5,Michael Owen,England,Attack,4,4,Played for Liverpool,Liverpool,"[""Played for Newcastle United"", ""Played for Stoke City"", ""Played for Real Madrid"", ""Played for Liverpool""]","[""Newcastle United"", ""Stoke City"", ""Real Madrid"", ""Liverpool""]","[""Michael Owen""]"
6,Toni Kroos,Germany,Midfield,3,1,Played for Bayern Munich,Bayern Munich,"[""Played for Bayern Munich""]","[""Bayern Munich""]","[""Adam Aznou"", ""Adrian Fein"", ""Aleksandar Pavlovic"", ""Alessandro Schöpf"", ""Alexander Baumjohann"", ""Alexander Bugera"", ""Alexander Nübel"", ""Alexander Zickler"", ""Ali Daei"", ""Alou Diarra"", ""Alphonso Davies"", ""Anatoliy Tymoshchuk"", ""Andreas Brehme"", ""Andreas Görlitz"", ""Andreas Ottl"", ""Arijon Ibrahimovic"", ""Arjen Robben"", ""Armindo Sieb"", ""Arturo Vidal"", ""Bara Sapoko Ndiaye"", ""Bastian Schweinsteiger"", ""Benjamin Pavard"", ""Bernd Dreher"", ""Bixente Lizarazu"", ""Bouna Sarr"", ""Brian Laudrup"", ""Bright Arrey-Mbi"", ""Bruno Labbadia"", ""Bryan Zaragoza"", ""Carsten Jancker"", ""Chris Richards"", ""Christian Früchtl"", ""Christian Lell"", ""Claudio Pizarro"", ""Corentin Tolisso"", ""Daley Blind"", ""Daniel Peretz"", ""Dante"", ""David Alaba"", ""Dayot Upamecano"", ""Dennis Grassow"", ""Diego Contento"", ""Dieter Frey"", ""Dietmar Hamann"", ""Douglas Costa"", ""Edson Braafheid"", ""Emre Can"", ""Eric Dier"", ""Eric-Maxim Choupo-Moting"", ""Fabian Benko"", ""Felix Götze"", ""Fiete Arp"", ""Franck Ribéry"", ""Frank Wiblishauser"", ""Frans Krätzig"", ""Franz Beckenbauer"", ""Gabriel Vidovic"", ""Gerd Müller"", ""Gianluca Gaudino"", ""Giovane Élber"", ""Hans Jörg Butt"", ""Harry Kane"", ""Hasan Salihamidzic"", ""Hiroki Ito"", ""Holger Badstuber"", ""Ivan Lucic"", ""Ivan Perišić"", ""Ivica Olić"", ""Jamal Musiala"", ""James Rodríguez"", ""Jan Kirchhoff"", ""Jan Schlaudraff"", ""Jan Schlösser"", ""Javi Martínez"", ""Jean-Pierre Papin"", ""Jens Jeremies"", ""Johannes Schenk"", ""Jonah Kusi-Asare"", ""Jonas Urbig"", ""Jonathan Tah"", ""Joshua Kimmich"", ""Joshua Zirkzee"", ""Josip Stanisic"", ""José Sosa"", ""João Cancelo"", ""João Palhinha"", ""Juan Bernat"", ""Julian Green"", ""Jérôme Boateng"", ""Jürgen Klinsmann"", ""Jürgen Kohler"", ""Karl-Heinz Rummenigge"", ""Kingsley Coman"", ""Klaus Augenthaler"", ""Konrad Laimer"", ""Landon Donovan"", ""Lennart Karl"", ""Leon Goretzka"", ""Leroy Sané"", ""Lothar Matthäus"", ""Lovro Zvonarek"", ""Luca Toni"", ""Lucas Hernández"", ""Luis Díaz"", ""Luiz Gustavo"", ""Lukas Mai"", ""Lukas Podolski"", ""Lukas Raeder"", ""Lúcio"", ""Malik Tillman"", ""Manuel Neuer"", ""Marc Roca"", ""Marcel Sabitzer"", ""Marco Friedl"", ""Marco Grimm"", ""Mario Basler"", ""Mario Gomez"", ""Mario Gómez"", ""Mario Götze"", ""Mario Mandžukić"", ""Mark van Bommel"", ""Markus Babbel"", ""Markus Feulner"", ""Markus Steinhöfer"", ""Martín Demichelis"", ""Mathys Tel"", ""Mats Hummels"", ""Matthijs de Ligt"", ""Maurice Krattenmacher"", ""Medhi Benatia"", ""Mehmet Ekici"", ""Mehmet Scholl"", ""Michael Ballack"", ""Michael Olise"", ""Michael Rensing"", ""Michael Tarnat"", ""Michaël Cuisance"", ""Min-jae Kim"", ""Miroslav Klose"", ""Mitchell Weiser"", ""Nicolas Jackson"", ""Niklas Dorsch"", ""Niklas Süle"", ""Nils Petersen"", ""Nils-Eric Johansson"", ""Noussair Mazraoui"", ""Oliver Kahn"", ""Omar Richards"", ""Owen Hargreaves"", ""Paolo Guerrero"", ""Paul Breitner"", ""Paul Wanner"", ""Pepe Reina"", ""Philipp Lahm"", ""Philippe Coutinho"", ""Pierre-Emile Højbjerg"", ""Piotr Trochowski"", ""Rafinha"", ""Raphaël Guerreiro"", ""Renato Sanches"", ""Robert Kovac"", ""Robert Lewandowski"", ""Ron-Thorben Hoffmann"", ""Roque Santa Cruz"", ""Roy Makaay"", ""Ryan Gravenberch"", ""Sacha Boey"", ""Sadio Mané"", ""Samuel Kuffour"", ""Sandro Wagner"", ""Sebastian Deisler"", ""Sebastian Rode"", ""Sebastian Rudy"", ""Sepp Maier"", ""Serge Gnabry"", ""Stefan Effenberg"", ""Stefan Leitl"", ""Stefan Reuter"", ""Stefan Wessels"", ""Stephan Fürstner"", ""Sven Scheuer"", ""Sven Ulreich"", ""Takashi Usami"", ""Tanguy Nianzou"", ""Tarek Buchmann"", ""Thiago Alcántara"", ""Thomas Linke"", ""Thomas Müller"", ""Thorsten Fink"", ""Tiago Dantas"", ""Tobias Rau"", ""Tom Bischof"", ""Toni Kroos"", ""Torsten Frings"", ""Uli Hoeneß"", ""Uwe Gospodarek"", ""Vahid Hashemian"", ""Willy Sagnol"", ""Xabi Alonso"", ""Xherdan Shaqiri"", ""Yann Sommer"", ""Zé Roberto"", ""Álvaro Odriozola""]"
6,Toni Kroos,Germany,Midfield,3,2,Played for Real Madrid,Real Madrid,"[""Played for Bayern Munich"", ""Played for Real Madrid""]","[""Bayern Munich"", ""Real Madrid""]","[""Arjen Robben"", ""David Alaba"", ""James Rodríguez"", ""Paul Breitner"", ""Toni Kroos"", ""Xabi Alonso"", ""Zé Roberto"", ""Álvaro Odriozola""]"
6,Toni Kroos,Germany,Midfield,3,3,Played for Bayer Leverkusen,Bayer Leverkusen,"[""Played for Bayern Munich"", ""Played for Real Madrid"", ""Played for Bayer Leverkusen""]","[""Bayern Munich"", ""Real Madrid"", ""Bayer Leverkusen""]","[""Toni Kroos"", ""Zé Roberto""]"
